,Unnamed: 0,City,Country,Max Temp,% Humidity,% Cloudiness,Wind Speed,Lat,Lng
1412,1412,Kavieng,PG,84.36,66,14,3.67,-2.5744,150.7967
1413,1413,Nelson bay,AU,61.11,47,0,5.01,-32.7167,152.15
1414,1414,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1415,1415,Bafq,IR,77.49,17,0,0.38,31.6128,55.4107
1416,1416,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1417,1417,Arraial do cabo,BR,69.06,66,0,17.34,-22.9661,-42.0278
1418,1418,Iqaluit,CA,42.53,75,0,12.66,63.7506,-68.5145
1419,1419,Iqaluit,CA,42.53,75,0,12.66,63.7506,-68.5145
1420,1420,Ulverstone,AU,51.06,61,19,14.76,-41.15,146.1667
1421,1421,Sangre grande,TT,76.96,91,92,10.4,10.5835,-61.1177
1422,1422,Plettenberg bay,ZA,59.45,59,6,5.61,-34.0527,23.3716
1423,1423,Praia da vitoria,PT,64.76,94,20,9.22,38.7333,-27.0667
1424,1424,Clyde river,CA,30.43,89,15,4.0,70.4692,-68.5914
1425,1425,Lagoa,PT,63.93,93,89,16.69,39.05,-27.9833
1426,1426,College,US,73.58,21,40,13.8,64.8569,-147.8028
1427,1427,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1428,1428,Saint-philippe,RE,71.19,66,55,7.25,-21.3585,55.7679
1429,1429,Kapaa,US,82.38,70,0,10.36,22.0752,-159.319
1430,1430,Brae,GB,48.7,88,39,2.71,60.3964,-1.353
1431,1431,Chase,CA,67.08,83,83,3.27,50.8165,-119.6857
1432,1432,Sao felix do xingu,BR,69.89,97,13,0.83,-6.6447,-51.995
1433,1433,Vardo,NO,44.58,81,100,20.71,70.3705,31.1107
1434,1434,Chokurdakh,RU,55.17,33,0,11.01,70.6333,147.9167
1435,1435,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1436,1436,Dikson,RU,30.94,91,100,12.1,73.5069,80.5464
1437,1437,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1438,1438,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1439,1439,Santa vitoria do palmar,BR,56.14,94,100,2.95,-33.5189,-53.3681
1440,1440,Tasiilaq,GL,39.36,62,5,4.43,65.6145,-37.6368
1441,1441,Kodiak,US,56.71,72,0,11.5,57.79,-152.4072
1442,1442,Alice springs,AU,56.75,67,40,12.66,-23.7,133.8833
1443,1443,Bud,NO,40.95,72,83,6.24,62.9088,6.9145
1444,1444,Kapaa,US,82.38,70,0,10.36,22.0752,-159.319
1445,1445,San joaquin,BO,74.48,46,8,4.0,-16.3829,-58.3947
1446,1446,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1447,1447,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1448,1448,Vila franca do campo,PT,70.2,96,96,5.19,37.7167,-25.4333
1449,1449,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1450,1450,Ketchikan,US,63.07,63,100,11.5,55.3422,-131.6461
1451,1451,Salta,AR,51.58,86,40,5.75,-24.7859,-65.4117
1452,1452,Aberdeen,US,63.3,84,100,8.32,45.4647,-98.4865
1453,1453,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1454,1454,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1455,1455,Zhob,PK,78.76,9,0,5.19,31.3411,69.4481
1456,1456,Biak,ID,82.9,68,26,2.55,-0.9131,122.8766
1457,1457,Guerrero negro,MX,63.7,82,10,22.01,27.9769,-114.0611
1458,1458,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1459,1459,Juan lacaze,UY,46.11,88,73,2.21,-34.4342,-57.4381
1460,1460,Blagodatnoye,UA,55.81,93,9,8.23,47.7001,37.419
1461,1461,Pocatello,US,65.17,62,20,5.75,42.8713,-112.4455
1462,1462,Linda,RU,51.58,95,3,3.53,56.6157,44.0954
1463,1463,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1464,1464,Kodiak,US,56.71,72,0,11.5,57.79,-152.4072
1465,1465,Mayskiy,RU,60.21,92,45,11.43,47.6931,40.1025
1466,1466,Jumla,NP,66.42,41,2,2.82,29.2747,82.1838
1467,1467,Zhumadian,CN,91.85,17,63,11.77,32.9794,114.0294
1468,1468,Mahebourg,MU,71.89,83,40,2.3,-20.4081,57.7
1469,1469,Fare,PF,80.11,75,19,16.46,-16.7,-151.0167
1470,1470,Carnarvon,AU,70.34,51,0,6.35,-24.8667,113.6333
1471,1471,Katsuura,JP,64.42,91,100,24.45,35.1333,140.3
1472,1472,Kitami,JP,47.66,61,48,5.64,43.8031,143.8908
1473,1473,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1474,1474,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1475,1475,Busselton,AU,58.06,61,100,10.22,-33.65,115.3333
1476,1476,Nemuro,JP,44.73,84,42,9.4,43.3236,145.575
1477,1477,Chokurdakh,RU,55.17,33,0,11.01,70.6333,147.9167
1478,1478,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1479,1479,Kavieng,PG,84.36,66,14,3.67,-2.5744,150.7967
1480,1480,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1481,1481,Krasnovishersk,RU,54.01,69,100,6.91,60.4078,57.082
1482,1482,Victoria,SC,78.06,89,75,6.91,-4.6167,55.45
1483,1483,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1484,1484,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1485,1485,Tautira,PF,80.15,71,20,16.73,-17.7333,-149.15
1486,1486,Hellvik,NO,52.77,81,34,3.0,59.9156,5.781
1487,1487,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1488,1488,Norman wells,CA,49.73,52,100,6.51,65.282,-126.8329
1489,1489,Butaritari,KI,82.24,71,69,12.84,3.0707,172.7902
1490,1490,Cherskiy,RU,44.8,50,20,17.96,68.75,161.3
1491,1491,Ramotswa,BW,46.02,52,27,2.57,-24.8716,25.8699
1492,1492,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1493,1493,Thompson,CA,56.97,61,89,0.98,55.7435,-97.8558
1494,1494,Bamako,ML,84.61,61,0,9.22,12.65,-8.0
1495,1495,Ahipara,NZ,63.07,69,7,7.34,-35.1667,173.1667
1496,1496,Saldanha,ZA,63.59,36,0,7.38,-33.0117,17.9442
1497,1497,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1498,1498,San cristobal,EC,72.84,86,93,13.56,-0.9045,-89.6174
1499,1499,Umm lajj,SA,82.0,61,7,7.05,25.0213,37.2685
1500,1500,Dikson,RU,30.94,91,100,12.1,73.5069,80.5464
1501,1501,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1502,1502,Kintampo,GH,70.65,95,100,5.41,8.0563,-1.7306
1503,1503,Hamilton,BM,77.04,88,100,24.16,32.2915,-64.778
1504,1504,Luderitz,,69.4,27,0,18.63,-26.6481,15.1594
1505,1505,The valley,AI,82.26,80,43,16.84,18.217,-63.0578
1506,1506,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1507,1507,Geraldton,CA,47.82,92,91,4.65,49.7267,-86.9484
1508,1508,Placido de castro,BR,77.18,75,100,1.9,-10.3353,-67.1856
1509,1509,Dikson,RU,30.94,91,100,12.1,73.5069,80.5464
1510,1510,Oparino,RU,51.6,93,19,2.01,59.8518,48.2783
1511,1511,Kysyl-syr,RU,76.68,42,100,9.44,63.8986,122.7617
1512,1512,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1513,1513,Norman wells,CA,49.73,52,100,6.51,65.282,-126.8329
1514,1514,Saint-philippe,RE,71.19,66,55,7.25,-21.3585,55.7679
1515,1515,Georgetown,SH,78.01,69,34,10.38,-7.9333,-14.4167
1516,1516,Baykit,RU,53.15,47,99,4.43,61.67,96.37
1517,1517,Hobart,AU,49.86,76,75,26.46,-42.8794,147.3294
1518,1518,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1519,1519,Hami,CN,79.5,18,0,10.83,42.8,93.45
1520,1520,Viedma,AR,53.92,48,55,17.43,-40.8135,-62.9967
1521,1521,Nishihara,JP,82.45,94,100,19.57,26.1842,127.7558
1522,1522,Seidu,SL,69.84,95,100,3.8,9.0167,-10.6
1523,1523,Saint-philippe,RE,71.19,66,55,7.25,-21.3585,55.7679
1524,1524,Pinega,RU,54.25,87,23,3.71,64.7001,43.3936
1525,1525,Barrow,US,30.22,80,100,21.85,71.2906,-156.7887
1526,1526,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1527,1527,East london,ZA,61.0,79,9,12.19,-33.0153,27.9116
1528,1528,Padang,ID,86.05,66,97,0.78,-0.9492,100.3543
1529,1529,Vao,NC,73.36,71,20,8.12,-22.6667,167.4833
1530,1530,Yerbogachen,RU,50.54,74,100,5.28,61.2767,108.0108
1531,1531,Port lincoln,AU,56.08,64,98,19.33,-34.7333,135.8667
1532,1532,Aleppo,SY,64.49,80,0,9.86,36.25,37.5
1533,1533,Aitape,PG,85.6,65,83,5.01,-3.1374,142.3475
1534,1534,Vestmanna,FO,49.12,87,100,9.22,62.1564,-7.1664
1535,1535,Mareeba,AU,79.66,84,100,2.19,-17.0,145.4333
1536,1536,Longyearbyen,SJ,44.44,87,40,3.44,78.2186,15.6401
1537,1537,Ponnani,IN,76.32,84,100,2.08,10.767,75.9252
1538,1538,Upernavik,GL,29.12,81,1,9.82,72.7868,-56.1549
1539,1539,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1540,1540,Ketchikan,US,63.07,63,100,11.5,55.3422,-131.6461
1541,1541,Yellowknife,CA,73.56,25,79,17.0,62.456,-114.3525
1542,1542,Manoel urbano,BR,75.58,85,100,1.7,-8.8389,-69.2597
1543,1543,Mar del plata,AR,48.09,90,100,5.75,-38.0023,-57.5575
1544,1544,Tupiza,BO,50.49,56,71,5.86,-21.45,-65.7167
1545,1545,Mahanoro,MG,67.14,92,55,6.62,-19.9,48.8
1546,1546,East london,ZA,61.0,79,9,12.19,-33.0153,27.9116
1547,1547,Hobart,AU,49.86,76,75,26.46,-42.8794,147.3294
1548,1548,Tasiilaq,GL,39.36,62,5,4.43,65.6145,-37.6368
1549,1549,Mar del plata,AR,48.09,90,100,5.75,-38.0023,-57.5575
1550,1550,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1551,1551,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1552,1552,Batavia,US,71.4,59,40,5.75,41.85,-88.3126
1553,1553,Bluff,NZ,55.8,71,4,6.76,-46.6,168.3333
1554,1554,Atuona,PF,78.48,72,13,15.35,-9.8,-139.0333
1555,1555,Coquimbo,CL,53.33,82,0,4.61,-29.9533,-71.3436
1556,1556,Tiksi,RU,42.71,78,78,4.54,71.6872,128.8694
1557,1557,Torbay,CA,48.27,70,75,11.5,47.6666,-52.7314
1558,1558,Armidale,AU,50.36,61,18,20.38,-30.5167,151.65
1559,1559,Deputatskiy,RU,61.5,51,85,8.1,69.3,139.9
1560,1560,New norfolk,AU,49.5,84,98,8.01,-42.7826,147.0587
1561,1561,Ponta do sol,PT,64.71,77,51,0.47,32.6667,-17.1
1562,1562,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1563,1563,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1564,1564,Cayenne,GF,81.09,1,100,2.3,4.9333,-52.3333
1565,1565,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1566,1566,Lima,PE,63.9,82,0,9.22,-12.0432,-77.0282
1567,1567,Uglegorsk,RU,49.41,73,15,6.55,49.0833,142.0333
1568,1568,Gurkovo,BG,62.98,86,57,2.98,42.6667,25.8
1569,1569,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1570,1570,Bambous virieux,MU,69.22,79,54,9.48,-20.3428,57.7575
1571,1571,Petropavlovsk-kamchatskiy,RU,59.59,48,40,15.66,53.0452,158.6483
1572,1572,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1573,1573,Leningradskiy,RU,35.98,75,66,10.27,69.3833,178.4167
1574,1574,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1575,1575,Bluff,NZ,55.8,71,4,6.76,-46.6,168.3333
1576,1576,Kysyl-syr,RU,76.68,42,100,9.44,63.8986,122.7617
1577,1577,Olafsvik,IS,42.03,50,74,12.26,64.8945,-23.7142
1578,1578,Zhifang,CN,84.18,60,49,3.62,30.35,114.3167
1579,1579,Maracaibo,VE,81.37,75,11,6.76,10.6317,-71.6406
1580,1580,Sitka,US,60.69,67,75,8.05,57.0531,-135.33
1581,1581,Port lincoln,AU,56.08,64,98,19.33,-34.7333,135.8667
1582,1582,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1583,1583,Souillac,MU,71.26,80,21,8.57,-20.5167,57.5167
1584,1584,Palmerston,AU,88.93,66,40,5.75,-12.486,130.9833
1585,1585,Baghdad,IQ,87.71,23,8,4.61,33.3406,44.4009
1586,1586,Gandajika,CD,63.41,60,3,4.34,-6.75,23.95
1587,1587,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1588,1588,Arraial do cabo,BR,69.06,66,0,17.34,-22.9661,-42.0278
1589,1589,Lebu,CL,50.92,88,100,4.12,-37.6167,-73.65
1590,1590,Simbahan,PH,82.31,71,96,3.06,6.3032,120.5836
1591,1591,Upernavik,GL,29.12,81,1,9.82,72.7868,-56.1549
1592,1592,Upernavik,GL,29.12,81,1,9.82,72.7868,-56.1549
1593,1593,Touros,BR,75.38,84,28,11.81,-5.1989,-35.4608
1594,1594,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1595,1595,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1596,1596,Atuona,PF,78.48,72,13,15.35,-9.8,-139.0333
1597,1597,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1598,1598,Los llanos de aridane,ES,65.95,79,40,14.97,28.6585,-17.9182
1599,1599,Carnarvon,AU,70.34,51,0,6.35,-24.8667,113.6333
1600,1600,Amahai,ID,84.2,66,18,0.65,-3.3333,128.9167
1601,1601,Te anau,NZ,54.86,76,11,2.93,-45.4167,167.7167
1602,1602,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1603,1603,Amasya,TR,56.88,84,33,3.0,40.6667,35.8333
1604,1604,Atuona,PF,78.48,72,13,15.35,-9.8,-139.0333
1605,1605,Barrow,US,30.22,80,100,21.85,71.2906,-156.7887
1606,1606,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1607,1607,Barrow,US,30.22,80,100,21.85,71.2906,-156.7887
1608,1608,Fortuna,US,63.52,74,20,8.05,40.5982,-124.1573
1609,1609,Ribeira grande,PT,65.16,94,81,11.72,38.5167,-28.7
1610,1610,Te anau,NZ,54.86,76,11,2.93,-45.4167,167.7167
1611,1611,Sambava,MG,68.23,81,5,9.91,-14.2667,50.1667
1612,1612,Victoria,SC,78.06,89,75,6.91,-4.6167,55.45
1613,1613,Albany,AU,54.82,77,100,5.99,-35.0169,117.8917
1614,1614,Mount gambier,AU,48.22,78,93,10.65,-37.8333,140.7667
1615,1615,Mount gambier,AU,48.22,78,93,10.65,-37.8333,140.7667
1616,1616,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1617,1617,Vredendal,ZA,63.25,26,0,9.28,-31.6683,18.5012
1618,1618,Nanortalik,GL,43.34,78,100,4.16,60.1432,-45.2371
1619,1619,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1620,1620,Port hardy,CA,53.89,81,97,3.02,50.6996,-127.4199
1621,1621,Hilo,US,87.28,86,100,4.61,19.7297,-155.09
1622,1622,Cidreira,BR,62.4,97,100,8.19,-30.1811,-50.2056
1623,1623,Jega,NG,84.49,47,100,8.41,12.2175,4.3792
1624,1624,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1625,1625,Namatanai,PG,84.76,66,37,3.29,-3.6667,152.4333
1626,1626,Tulum,MX,78.19,86,99,5.95,20.2167,-87.4667
1627,1627,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1628,1628,Ponta do sol,CV,73.18,79,16,15.68,17.1994,-25.0919
1629,1629,Gamba,GA,71.83,96,99,2.08,-2.65,10.0
1630,1630,Ribeira grande,PT,65.16,94,81,11.72,38.5167,-28.7
1631,1631,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1632,1632,South sioux city,US,67.95,88,100,4.61,42.4739,-96.4136
1633,1633,Severo-kurilsk,RU,46.83,81,80,2.08,50.6789,156.125
1634,1634,Fortuna,US,63.52,74,20,8.05,40.5982,-124.1573
1635,1635,Longyearbyen,SJ,44.44,87,40,3.44,78.2186,15.6401
1636,1636,Portland,AU,51.78,69,79,16.15,-38.3333,141.6
1637,1637,Biak,ID,82.9,68,26,2.55,-0.9131,122.8766
1638,1638,Norman wells,CA,49.73,52,100,6.51,65.282,-126.8329
1639,1639,Avarua,CK,80.65,78,40,13.8,-21.2078,-159.775
1640,1640,Port elizabeth,ZA,55.38,82,7,6.13,-33.918,25.5701
1641,1641,Kainantu,PG,74.55,56,91,5.32,-6.2887,145.8655
1642,1642,Ponta do sol,CV,73.18,79,16,15.68,17.1994,-25.0919
1643,1643,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1644,1644,Bethel,US,64.9,72,0,0.0,41.3712,-73.414
1645,1645,Saldanha,ZA,63.59,36,0,7.38,-33.0117,17.9442
1646,1646,Buchanan,LR,78.1,86,100,5.95,5.8808,-10.0467
1647,1647,Severo-kurilsk,RU,46.83,81,80,2.08,50.6789,156.125
1648,1648,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1649,1649,Russell,NZ,69.24,69,17,3.87,-35.2613,174.1236
1650,1650,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1651,1651,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1652,1652,Sanctorum,MX,67.32,59,40,5.75,19.1,-98.25
1653,1653,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1654,1654,Makakilo city,US,82.72,58,40,12.66,21.3469,-158.0858
1655,1655,Gwadar,PK,81.59,82,0,6.26,25.1216,62.3254
1656,1656,Port lincoln,AU,56.08,64,98,19.33,-34.7333,135.8667
1657,1657,Vao,NC,73.36,71,20,8.12,-22.6667,167.4833
1658,1658,Yumen,CN,73.89,20,46,9.44,40.2833,97.2
1659,1659,Luderitz,,69.4,27,0,18.63,-26.6481,15.1594
1660,1660,Port elizabeth,ZA,55.38,82,7,6.13,-33.918,25.5701
1661,1661,Butaritari,KI,82.24,71,69,12.84,3.0707,172.7902
1662,1662,Provideniya,RU,42.91,75,0,11.18,64.3833,-173.3
1663,1663,Autazes,BR,72.63,99,100,2.13,-3.5797,-59.1306
1664,1664,Libreville,GA,78.82,89,40,4.61,0.3925,9.4537
1665,1665,Pangnirtung,CA,33.13,81,0,3.85,66.1451,-65.7125
1666,1666,Biankouma,CI,67.06,99,99,0.11,7.7391,-7.6138
1667,1667,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1668,1668,Mahebourg,MU,71.89,83,40,2.3,-20.4081,57.7
1669,1669,Takab,IR,63.14,40,100,2.15,36.4009,47.1133
1670,1670,Port lincoln,AU,56.08,64,98,19.33,-34.7333,135.8667
1671,1671,Georgetown,SH,78.01,69,34,10.38,-7.9333,-14.4167
1672,1672,Chuy,UY,55.42,94,100,3.18,-33.6971,-53.4616
1673,1673,Ancud,CL,49.06,93,100,28.03,-41.8697,-73.8203
1674,1674,Kaitangata,NZ,56.82,64,0,5.1,-46.2817,169.8464
1675,1675,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1676,1676,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1677,1677,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1678,1678,Fortuna,US,63.52,74,20,8.05,40.5982,-124.1573
1679,1679,Dori,BF,89.22,31,3,11.9,14.0354,-0.0345
1680,1680,Vestmannaeyjar,IS,48.33,88,100,7.4,63.4427,-20.2734
1681,1681,Georgetown,SH,78.01,69,34,10.38,-7.9333,-14.4167
1682,1682,Atuona,PF,78.48,72,13,15.35,-9.8,-139.0333
1683,1683,Mityana,UG,59.0,81,87,1.97,0.4175,32.0228
1684,1684,Nanortalik,GL,43.34,78,100,4.16,60.1432,-45.2371
1685,1685,Calvinia,ZA,52.79,33,0,7.02,-31.4707,19.776
1686,1686,Inhambane,MZ,69.58,76,100,18.39,-23.865,35.3833
1687,1687,Nikolskoye,RU,51.8,94,100,4.43,59.7035,30.7861
1688,1688,Guiratinga,BR,69.89,51,1,4.14,-16.3494,-53.7583
1689,1689,Hilo,US,87.28,86,100,4.61,19.7297,-155.09
1690,1690,Kodiak,US,56.71,72,0,11.5,57.79,-152.4072
1691,1691,Rio branco,BR,72.21,100,0,2.3,-9.9747,-67.81
1692,1692,Maniitsoq,GL,43.93,56,3,9.93,65.4167,-52.9
1693,1693,Gotemba,JP,59.54,98,100,6.53,35.3,138.9333
1694,1694,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1695,1695,Provideniya,RU,42.91,75,0,11.18,64.3833,-173.3
1696,1696,Aklavik,CA,45.45,45,11,6.33,68.2191,-135.0107
1697,1697,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1698,1698,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1699,1699,Bredasdorp,ZA,54.66,61,3,3.98,-34.5322,20.0403
1700,1700,Najran,SA,70.45,18,0,4.94,17.4924,44.1277
1701,1701,Atuona,PF,78.48,72,13,15.35,-9.8,-139.0333
1702,1702,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1703,1703,Kapaa,US,82.38,70,0,10.36,22.0752,-159.319
1704,1704,Chokurdakh,RU,55.17,33,0,11.01,70.6333,147.9167
1705,1705,Alofi,NU,84.09,74,65,3.44,-19.0595,-169.9187
1706,1706,Lang son,VN,81.14,78,100,5.53,21.8333,106.7333
1707,1707,Busselton,AU,58.06,61,100,10.22,-33.65,115.3333
1708,1708,Sitka,US,60.69,67,75,8.05,57.0531,-135.33
1709,1709,Lebu,CL,50.92,88,100,4.12,-37.6167,-73.65
1710,1710,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1711,1711,Hilo,US,87.28,86,100,4.61,19.7297,-155.09
1712,1712,Busselton,AU,58.06,61,100,10.22,-33.65,115.3333
1713,1713,Kaitangata,NZ,56.82,64,0,5.1,-46.2817,169.8464
1714,1714,Atambua,ID,83.57,59,45,1.54,-9.1061,124.8925
1715,1715,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1716,1716,Vila franca do campo,PT,70.2,96,96,5.19,37.7167,-25.4333
1717,1717,Barrow,US,30.22,80,100,21.85,71.2906,-156.7887
1718,1718,Paraiso,MX,80.22,75,99,11.14,18.4,-93.2333
1719,1719,Tutoia,BR,76.06,90,100,10.31,-2.7619,-42.2744
1720,1720,Birjand,IR,55.87,19,0,6.91,32.8663,59.2211
1721,1721,Bethel,US,64.9,72,0,0.0,41.3712,-73.414
1722,1722,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1723,1723,Nome,US,70.16,34,0,14.97,64.5011,-165.4064
1724,1724,Yar-sale,RU,41.04,52,100,3.71,66.8333,70.8333
1725,1725,Cidreira,BR,62.4,97,100,8.19,-30.1811,-50.2056
1726,1726,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1727,1727,Yellowknife,CA,73.56,25,79,17.0,62.456,-114.3525
1728,1728,Hermanus,ZA,62.02,49,11,7.2,-34.4187,19.2345
1729,1729,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1730,1730,Bowen,AU,77.68,68,100,4.52,-20.0167,148.2333
1731,1731,El tigre,VE,75.18,83,34,4.09,8.8875,-64.2454
1732,1732,Bluff,NZ,55.8,71,4,6.76,-46.6,168.3333
1733,1733,Hermanus,ZA,62.02,49,11,7.2,-34.4187,19.2345
1734,1734,Yellowknife,CA,73.56,25,79,17.0,62.456,-114.3525
1735,1735,Massape,BR,72.34,96,89,1.79,-3.5228,-40.3428
1736,1736,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1737,1737,Kodiak,US,56.71,72,0,11.5,57.79,-152.4072
1738,1738,Port elizabeth,ZA,55.38,82,7,6.13,-33.918,25.5701
1739,1739,Vyartsilya,RU,41.79,89,0,4.38,62.1764,30.693
1740,1740,Port alfred,ZA,54.18,91,8,11.41,-33.5906,26.891
1741,1741,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1742,1742,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1743,1743,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1744,1744,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1745,1745,Kohlu,PK,82.87,20,0,0.16,29.8962,69.252
1746,1746,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1747,1747,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1748,1748,Gobabis,,47.34,48,99,10.07,-22.45,18.9667
1749,1749,Tasiilaq,GL,39.36,62,5,4.43,65.6145,-37.6368
1750,1750,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1751,1751,Hasaki,JP,63.0,87,100,21.97,35.7333,140.8333
1752,1752,Senanga,ZM,49.32,64,6,6.13,-16.1167,23.2667
1753,1753,Lorengau,PG,85.41,59,28,7.07,-2.0226,147.2712
1754,1754,Lavrentiya,RU,43.07,60,53,5.97,65.5833,-171.0
1755,1755,Jamestown,SH,64.02,71,0,3.65,-15.9387,-5.7168
1756,1756,Oktyabrskiy,RU,58.08,83,100,2.57,54.4815,53.471
